name,main_category,image,ratings,no_of_ratings,actual_price,source_file,actual_price_usd,ranking_score,product_id,search_text
"Squalo BassPlugs 151 Wireless in Ear Bluetooth Neckband with Mic, 30 Hours Playtime, IPX5 Water & Sweat Resistant,Type-C C...",Headphones,https://m.media-amazon.com/images/I/61EIncMzTFL._AC_UL320_.jpg,5.0,8,2499,Headphones.csv,27.49,4.07,5771,"product: squalo bassplugs 151 wireless in ear bluetooth neckband with mic, 30 hours playtime, ipx5 water & sweat resistant,type-c c.... category: headphones. price: $27.49. rating: 5.0 out of 5. reviews: 8. squalo bassplugs 151 wireless in ear bluetooth neckband with mic, 30 hours playtime, ipx5 water & sweat resistant,type-c c..."
"IVON Mini Hidden Wireless Bluetooth V-5.0 Earphone for All Smartphones, Tablets, LAPTOPS EZ768 (Black)",Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31FEYTCiuSL._AC_UL320_.jpg,4.0,1,1000,Headphones.csv,11.0,2.91,5772,"product: ivon mini hidden wireless bluetooth v-5.0 earphone for all smartphones, tablets, laptops ez768 (black). category: headphones. price: $11.0. rating: 4.0 out of 5. reviews: 1. ivon mini hidden wireless bluetooth v-5.0 earphone for all smartphones, tablets, laptops ez768 (black)"
"(Renewed) Sony WF-LS900N Truly Wireless Noise Cancelling Earbuds Ultra-Light for All-Day Comfort,Up to 20 Hours Battery, C...",Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61X0oSqpBXL._AC_UL320_.jpg,3.8,7,13990,Headphones.csv,153.89,3.2,5773,"product: (renewed) sony wf-ls900n truly wireless noise cancelling earbuds ultra-light for all-day comfort,up to 20 hours battery, c.... category: headphones. price: $153.89. rating: 3.8 out of 5. reviews: 7. (renewed) sony wf-ls900n truly wireless noise cancelling earbuds ultra-light for all-day comfort,up to 20 hours battery, c..."
Skullcandy MOD True Wireless In Ear Earbuds (Light Gray Blue) (S2FYW-P751),Headphones,https://m.media-amazon.com/images/I/51ypOXJidQL._AC_UL320_.jpg,4.2,237,16999,Headphones.csv,186.99,4.09,5774,product: skullcandy mod true wireless in ear earbuds (light gray blue) (s2fyw-p751). category: headphones. price: $186.99. rating: 4.2 out of 5. reviews: 237. skullcandy mod true wireless in ear earbuds (light gray blue) (s2fyw-p751)
Blaupunkt EM01 in-Ear Wired Earphone with Mic and Deep Bass HD Sound Mobile Headset with Noise Isolation and with customis...,Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/513eHHSKTgL._AC_UL320_.jpg,4.0,2211,1099,Headphones.csv,12.09,4.17,5775,product: blaupunkt em01 in-ear wired earphone with mic and deep bass hd sound mobile headset with noise isolation and with customis.... category: headphones. price: $12.09. rating: 4.0 out of 5. reviews: 2211. blaupunkt em01 in-ear wired earphone with mic and deep bass hd sound mobile headset with noise isolation and with customis...
QOCXRRIN PR Wireless Bluetooth in Ear Earphone with Mic & Mobile Holder Stand (Multicolour),Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31gzFDSybkL._AC_UL320_.jpg,4.0,5,799,Headphones.csv,8.79,3.28,5776,product: qocxrrin pr wireless bluetooth in ear earphone with mic & mobile holder stand (multicolour). category: headphones. price: $8.79. rating: 4.0 out of 5. reviews: 5. qocxrrin pr wireless bluetooth in ear earphone with mic & mobile holder stand (multicolour)
"UBON CL-80 Bluetooth Headphones Earphones 5.0 Wireless Headphones with Fast Charging, 45Hrs Playtime, Dual Pairing, Lightw...",Headphones,https://m.media-amazon.com/images/I/71T9s6jkTGL._AC_UL320_.jpg,4.0,307,2999,Headphones.csv,32.99,3.98,5777,"product: ubon cl-80 bluetooth headphones earphones 5.0 wireless headphones with fast charging, 45hrs playtime, dual pairing, lightw.... category: headphones. price: $32.99. rating: 4.0 out of 5. reviews: 307. ubon cl-80 bluetooth headphones earphones 5.0 wireless headphones with fast charging, 45hrs playtime, dual pairing, lightw..."
Sennheiser Professional Audio IE 100 PRO Wireless Monitoring In Ear Earphone - Red with Built-in mic for Your Mobile Phon...,Headphones,https://m.media-amazon.com/images/I/61D7Jrdg7BL._AC_UL320_.jpg,4.1,183,13100,Headphones.csv,144.1,3.98,5778,product: sennheiser professional audio ie 100 pro wireless monitoring in ear earphone - red with built-in mic for your mobile phon.... category: headphones. price: $144.1. rating: 4.1 out of 5. reviews: 183. sennheiser professional audio ie 100 pro wireless monitoring in ear earphone - red with built-in mic for your mobile phon...
"(Renewed) Sony EX155AP in-Ear Headphones, Black (MDREX155AP/B)",Headphones,https://m.media-amazon.com/images/I/71GYQT2i5OL._AC_UL320_.jpg,4.6,8,1690,Headphones.csv,18.59,3.79,5779,"product: (renewed) sony ex155ap in-ear headphones, black (mdrex155ap/b). category: headphones. price: $18.59. rating: 4.6 out of 5. reviews: 8. (renewed) sony ex155ap in-ear headphones, black (mdrex155ap/b)"
"Leaf Buds X142 True Wireless in Ear Earbuds with mic and 20 Hours Playback Time, Bluetooth v5.3 and IPX4, Touch Control wi...",Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41qoXqEOfNL._AC_UL320_.jpg,4.6,7,2999,Headphones.csv,32.99,3.76,5780,"product: leaf buds x142 true wireless in ear earbuds with mic and 20 hours playback time, bluetooth v5.3 and ipx4, touch control wi.... category: headphones. price: $32.99. rating: 4.6 out of 5. reviews: 7. leaf buds x142 true wireless in ear earbuds with mic and 20 hours playback time, bluetooth v5.3 and ipx4, touch control wi..."
"VEHOP Power True Wireless Earbuds, TWS Earbuds with Power Bank, Bluetooth 5.1, 75hrs Playtime, IPX7 Sweat-Proof, 2000mah B...",Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71EG7jF0tAL._AC_UL320_.jpg,4.2,9,2999,Headphones.csv,32.99,3.53,5781,"product: vehop power true wireless earbuds, tws earbuds with power bank, bluetooth 5.1, 75hrs playtime, ipx7 sweat-proof, 2000mah b.... category: headphones. price: $32.99. rating: 4.2 out of 5. reviews: 9. vehop power true wireless earbuds, tws earbuds with power bank, bluetooth 5.1, 75hrs playtime, ipx7 sweat-proof, 2000mah b..."
"HEADPHONE, PREMIUM STUDIO",Headphones,https://m.media-amazon.com/images/I/51828Sdp7mL._AC_UL320_.jpg,4.4,30,24200,Headphones.csv,266.2,3.9,5782,"product: headphone, premium studio. category: headphones. price: $266.2. rating: 4.4 out of 5. reviews: 30. headphone, premium studio"
Contra Premium L21 TWS Earbuds Wireless Earphone Mini Bluetooth 5.0 Truly Sports Over Ear Headphone Waterproof Earbuds HD ...,Headphones,https://m.media-amazon.com/images/I/51-E0tiHSfL._AC_UL320_.jpg,3.7,5,599,Headphones.csv,6.59,3.07,5783,product: contra premium l21 tws earbuds wireless earphone mini bluetooth 5.0 truly sports over ear headphone waterproof earbuds hd .... category: headphones. price: $6.59. rating: 3.7 out of 5. reviews: 5. contra premium l21 tws earbuds wireless earphone mini bluetooth 5.0 truly sports over ear headphone waterproof earbuds hd ...
"Boult Audio Newly Launched X10 True Wireless in Ear Earbuds with 45H Playtime, 40ms Xtreme Low Latency Mode, ENC Mic, Made...",Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61BrAZpk17L._AC_UL320_.jpg,4.1,576,2999,Headphones.csv,32.99,4.12,5784,"product: boult audio newly launched x10 true wireless in ear earbuds with 45h playtime, 40ms xtreme low latency mode, enc mic, made.... category: headphones. price: $32.99. rating: 4.1 out of 5. reviews: 576. boult audio newly launched x10 true wireless in ear earbuds with 45h playtime, 40ms xtreme low latency mode, enc mic, made..."
Blaupunkt EM10 in-Ear Wired Earphone with Mic and Deep Bass HD Sound Mobile Headset with Noise Isolation and with customis...,Headphones,https://m.media-amazon.com/images/I/61+5+QRoTVL._AC_UL320_.jpg,4.0,8565,1299,Headphones.csv,14.29,4.25,5785,product: blaupunkt em10 in-ear wired earphone with mic and deep bass hd sound mobile headset with noise isolation and with customis.... category: headphones. price: $14.29. rating: 4.0 out of 5. reviews: 8565. blaupunkt em10 in-ear wired earphone with mic and deep bass hd sound mobile headset with noise isolation and with customis...
"Macmerise Endgame Suit Hulk - Decibel Wireless On Ear Headphones, Multicolor",Headphones,https://m.media-amazon.com/images/I/618B9Gw7YrL._AC_UL320_.jpg,3.1,11,1999,Headphones.csv,21.99,2.8,5786,"product: macmerise endgame suit hulk - decibel wireless on ear headphones, multicolor. category: headphones. price: $21.99. rating: 3.1 out of 5. reviews: 11. macmerise endgame suit hulk - decibel wireless on ear headphones, multicolor"
"XIAOMI Dual Driver Dynamic Bass in-Ear Wired Earphones with Mic, 10mm & 8mm Dual Dynamic Drivers for Heavy Bass & Crystal-...",Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71m4VXBOu6L._AC_UL320_.jpg,4.1,26280,999,Headphones.csv,10.99,4.35,5787,"product: xiaomi dual driver dynamic bass in-ear wired earphones with mic, 10mm & 8mm dual dynamic drivers for heavy bass & crystal-.... category: headphones. price: $10.99. rating: 4.1 out of 5. reviews: 26280. xiaomi dual driver dynamic bass in-ear wired earphones with mic, 10mm & 8mm dual dynamic drivers for heavy bass & crystal-..."
"INSTAPLAY INSTABUDS PRO BT 5.0 Wireless Headphones with Metal Earbuds,Extra Bass, 24Hrs Playtime, Lightweight Neckband, Sw...",Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/617jgNVNkvL._AC_UL320_.jpg,4.0,9,2990,Headphones.csv,32.89,3.39,5788,"product: instaplay instabuds pro bt 5.0 wireless headphones with metal earbuds,extra bass, 24hrs playtime, lightweight neckband, sw.... category: headphones. price: $32.89. rating: 4.0 out of 5. reviews: 9. instaplay instabuds pro bt 5.0 wireless headphones with metal earbuds,extra bass, 24hrs playtime, lightweight neckband, sw..."
"CrossBeats Newly launched Opera True Wireless in-Ear Earbuds with AI ENC Noise-Cancelling, mics, 60 hr Playtime, 13 mm Dri...",Headphones,https://m.media-amazon.com/images/I/515gbqp4otL._AC_UL320_.jpg,4.2,410,5999,Headphones.csv,65.99,4.15,5789,"product: crossbeats newly launched opera true wireless in-ear earbuds with ai enc noise-cancelling, mics, 60 hr playtime, 13 mm dri.... category: headphones. price: $65.99. rating: 4.2 out of 5. reviews: 410. crossbeats newly launched opera true wireless in-ear earbuds with ai enc noise-cancelling, mics, 60 hr playtime, 13 mm dri..."
"BOLTE BNB-15 Wireless/Bluetooth Neckband BuzZz, 25H Music time, Comes with Vibration Alert and Built-in Mic | Grey",Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31XQKFnhcyL._AC_UL320_.jpg,5.0,2,1299,Headphones.csv,14.29,3.78,5790,"product: bolte bnb-15 wireless/bluetooth neckband buzzz, 25h music time, comes with vibration alert and built-in mic | grey. category: headphones. price: $14.29. rating: 5.0 out of 5. reviews: 2. bolte bnb-15 wireless/bluetooth neckband buzzz, 25h music time, comes with vibration alert and built-in mic | grey"
Shyam Creation Avenger Colourful Wired Adjustable Headphone Handband Stereo Sound for Kids Avenger Head Phone (3mm Jack),Headphones,https://m.media-amazon.com/images/I/51e63-FmfAL._AC_UL320_.jpg,4.0,1,1199,Headphones.csv,13.19,2.91,5791,product: shyam creation avenger colourful wired adjustable headphone handband stereo sound for kids avenger head phone (3mm jack). category: headphones. price: $13.19. rating: 4.0 out of 5. reviews: 1. shyam creation avenger colourful wired adjustable headphone handband stereo sound for kids avenger head phone (3mm jack)
Google Pixel Buds Pro - Noise Canceling In Ear Earbuds - Up to 31 Hour Battery Life with Charging Case - Bluetooth Headpho...,Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61JWmBV95jL._AC_UL320_.jpg,4.5,1185,61915,Headphones.csv,681.06,4.47,5792,product: google pixel buds pro - noise canceling in ear earbuds - up to 31 hour battery life with charging case - bluetooth headpho.... category: headphones. price: $681.06. rating: 4.5 out of 5. reviews: 1185. google pixel buds pro - noise canceling in ear earbuds - up to 31 hour battery life with charging case - bluetooth headpho...
"eKids Disney Encanto Headphones for Kids, Wired Headphones for School, Home or Travel, Tangle Free Toddler Headphones with...",Headphones,https://m.media-amazon.com/images/I/81498JZXDRL._AC_UL320_.jpg,4.4,216,8139,Headphones.csv,89.53,4.22,5793,"product: ekids disney encanto headphones for kids, wired headphones for school, home or travel, tangle free toddler headphones with.... category: headphones. price: $89.53. rating: 4.4 out of 5. reviews: 216. ekids disney encanto headphones for kids, wired headphones for school, home or travel, tangle free toddler headphones with..."
"SWAGME Sargam NB007 Wireless Neckband Earphone with Bluetooth V5.0 EDR, Up to 36H Music Time - 300mah Battery, Enhanced Ba...",Headphones,https://m.media-amazon.com/images/I/51QwLc5PCbL._AC_UL320_.jpg,5.0,1,2199,Headphones.csv,24.19,3.61,5794,"product: swagme sargam nb007 wireless neckband earphone with bluetooth v5.0 edr, up to 36h music time - 300mah battery, enhanced ba.... category: headphones. price: $24.19. rating: 5.0 out of 5. reviews: 1. swagme sargam nb007 wireless neckband earphone with bluetooth v5.0 edr, up to 36h music time - 300mah battery, enhanced ba..."
HyperX Cloud Stinger Core Wired Over Ear Headphones with Mic (Black),Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61E0BmJbyNL._AC_UL320_.jpg,4.2,17986,4590,Headphones.csv,50.49,4.41,5795,product: hyperx cloud stinger core wired over ear headphones with mic (black). category: headphones. price: $50.49. rating: 4.2 out of 5. reviews: 17986. hyperx cloud stinger core wired over ear headphones with mic (black)
"Philips Audio Upbeat TAUH202 On Ear Wireless Bluetooth Headphones with Mic, Lightweight Headband, Noise & Echo Cancellatio...",Headphones,https://m.media-amazon.com/images/I/51nKJsfs2ML._AC_UL320_.jpg,4.0,6015,11311,Headphones.csv,124.42,4.23,5796,"product: philips audio upbeat tauh202 on ear wireless bluetooth headphones with mic, lightweight headband, noise & echo cancellatio.... category: headphones. price: $124.42. rating: 4.0 out of 5. reviews: 6015. philips audio upbeat tauh202 on ear wireless bluetooth headphones with mic, lightweight headband, noise & echo cancellatio..."
"Philips Audio TWS Bluetooth Truly Wireless in Ear Earbuds with Mic IPX5, Touch Control, 18 Hr Playtime (6+12), C-Type Char...",Headphones,https://m.media-amazon.com/images/I/41Q7Tt+mK2L._AC_UL320_.jpg,3.9,7332,5999,Headphones.csv,65.99,4.17,5797,"product: philips audio tws bluetooth truly wireless in ear earbuds with mic ipx5, touch control, 18 hr playtime (6+12), c-type char.... category: headphones. price: $65.99. rating: 3.9 out of 5. reviews: 7332. philips audio tws bluetooth truly wireless in ear earbuds with mic ipx5, touch control, 18 hr playtime (6+12), c-type char..."
MMAK MK-54 in-Ear Wired Earphones with 10mm Extra Bass Driver and HD Stereo Sound with Mic (White),Headphones,https://m.media-amazon.com/images/I/31oHE+TKcFS._AC_UL320_.jpg,4.1,6,299,Headphones.csv,3.29,3.38,5798,product: mmak mk-54 in-ear wired earphones with 10mm extra bass driver and hd stereo sound with mic (white). category: headphones. price: $3.29. rating: 4.1 out of 5. reviews: 6. mmak mk-54 in-ear wired earphones with 10mm extra bass driver and hd stereo sound with mic (white)
"VEKIN Bluetooth Wireless Earbuds with Noise Cancellation for Gym, Sports, and Music Lover Gift for Your Loved Ones (TWS T8...",Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51rVX8UiifL._AC_UL320_.jpg,5.0,1,2199,Headphones.csv,24.19,3.61,5799,"product: vekin bluetooth wireless earbuds with noise cancellation for gym, sports, and music lover gift for your loved ones (tws t8.... category: headphones. price: $24.19. rating: 5.0 out of 5. reviews: 1. vekin bluetooth wireless earbuds with noise cancellation for gym, sports, and music lover gift for your loved ones (tws t8..."
"YAMAHA Ep-E70A Bluetooth Wireless in Ear Earphones with Mic Advance Noise Cancelling, Ambient Sound, Listening Optimizer, ...",Headphones,https://m.media-amazon.com/images/I/51DxaU9XUNL._AC_UL320_.jpg,4.1,15,23600,Headphones.csv,259.6,3.56,5800,"product: yamaha ep-e70a bluetooth wireless in ear earphones with mic advance noise cancelling, ambient sound, listening optimizer, .... category: headphones. price: $259.6. rating: 4.1 out of 5. reviews: 15. yamaha ep-e70a bluetooth wireless in ear earphones with mic advance noise cancelling, ambient sound, listening optimizer, ..."
SIGNATURE ACOUSTICS River Dual-Driver Hybrid Modular Hi-Fi Audiophile Earphone Dynamic Drivers + 1 Balanced Armature with ...,Headphones,https://m.media-amazon.com/images/I/51O+OgmIMnL._AC_UL320_.jpg,4.4,13,2999,Headphones.csv,32.99,3.74,5801,product: signature acoustics river dual-driver hybrid modular hi-fi audiophile earphone dynamic drivers + 1 balanced armature with .... category: headphones. price: $32.99. rating: 4.4 out of 5. reviews: 13. signature acoustics river dual-driver hybrid modular hi-fi audiophile earphone dynamic drivers + 1 balanced armature with ...
M10 Wireless Earbuds Bluetooth 5.1 TWS 2200mAh Power Bank Charging Box in Ear Earphones True Stereo Sports Headphones Wate...,Headphones,https://m.media-amazon.com/images/I/51A+0wCtjpL._AC_UL320_.jpg,5.0,1,2999,Headphones.csv,32.99,3.61,5802,product: m10 wireless earbuds bluetooth 5.1 tws 2200mah power bank charging box in ear earphones true stereo sports headphones wate.... category: headphones. price: $32.99. rating: 5.0 out of 5. reviews: 1. m10 wireless earbuds bluetooth 5.1 tws 2200mah power bank charging box in ear earphones true stereo sports headphones wate...
"ABRAMTEK The Smallest True Wireless Earbuds, E8 Bluetooth 5.0 Headphones, Deep Bass, IPX7 Waterproof, Secure Fit, Stereo C...",Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51apwYwv-wL._AC_UL320_.jpg,4.3,1157,5848,Headphones.csv,64.33,4.32,5803,"product: abramtek the smallest true wireless earbuds, e8 bluetooth 5.0 headphones, deep bass, ipx7 waterproof, secure fit, stereo c.... category: headphones. price: $64.33. rating: 4.3 out of 5. reviews: 1157. abramtek the smallest true wireless earbuds, e8 bluetooth 5.0 headphones, deep bass, ipx7 waterproof, secure fit, stereo c..."
